subject_id,thing_id,step_function,cloud_watch_rule,cron_expression,schedule,status,input,description
77115,DSS2-77115-353626071342229,Calculate_Engagement_Metric,DSS2_77115_Engagement_Metric_Schedule,58 5 * * ? *,Every day 5:58 GMT,ENABLED,"{""thing_id"":""DSS2-77115-353626071342229"", ""subject_id"":""77115""}",thing_id:DSS2-77115-353626071342229 ; Schedule: 05:58 GMT - 00:58 EST - 01:58 EDT ; Dynamo DB data-type 'engagement_metric'
77115,DSS2-77115-353626071342229,PredictAdvisoryParams,DSS2_77115_Advisory_Parameter_Schedule,0 10 * * ? *,Every day 10:00 GMT,ENABLED,"{""thing_id"":""DSS2-77115-353626071342229"", ""subject_id"":""77115""}",thing_id:DSS2-77115-353626071342229 ; Schedule: 10:00 GMT - 05:00 EST - 06:00 EDT ; Dynamo DB data-type 'advisory'
77115,DSS2-77115-353626071342229,Create_Daily_Basal_Profile,DSS2_77115_Daily_Basal_Schedule,0 22 * * ? *,Every day 22:00 GMT,ENABLED,"{""thing_id"":""DSS2-77115-353626071342229"", ""subject_id"": ""77115"", ""request_length"": 3000, ""request_interval"": 5 }",thing_id:DSS2-77115-353626071342229 ; Schedule: 22:00 GMT - 17:00 EST - 18:00 EDT ; Dynamo DB data-type 'dailyoptbasal'
77115,DSS2-77115-353626071342229,Create_Daily_SI_Params,DSS2_77115_Daily_SIParams_Schedule,20 22 * * ? *,Every day 22:20 GMT,ENABLED,"{""thing_id"":""DSS2-77115-353626071342229"", ""subject_id"": ""77115"", ""request_length"": 3020, ""request_interval"": 5 }",thing_id:DSS2-77115-353626071342229 ; Schedule: 22:20 GMT - 17:20 EST - 18:20 EDT ; Dynamo DB data-type 'dailysiparams'
77115,DSS2-77115-353626071342229,Create_Daily_BasalCrCf_Profile,DSS2_77115_Profile_Parameter_Schedule,30 13 ? Jan-June SUN 2021,Every Sunday 13:30 GMT,ENABLED,"{""thing_id"":""DSS2-77115-353626071342229"", ""subject_id"": ""77115"", ""request_length"": 41370, ""request_interval"": 5 }",thing_id:DSS2-77115-353626071342229 ; Schedule: Every SUNDAY 13:30 GMT - 08:30 EST - 09:30 EDT ; Dynamo DB data-type 'profile' 
77117,DSS2-77117-353626070755249,Calculate_Engagement_Metric,DSS2_77117_Engagement_Metric_Schedule,02 6 * * ? *,Every day 6:02 GMT,ENABLED,"{""thing_id"":""DSS2-77117-353626070755249"", ""subject_id"":""77117""}",thing_id:DSS2-77117-353626070755249 ; Schedule: 06:02 GMT -  01:02 EST - 02:02 EDT ; Dynamo DB data-type 'engagement_metric'
77117,DSS2-77117-353626070755249,PredictAdvisoryParams,DSS2_77117_Advisory_Parameter_Schedule,30 10 * * ? *,Every day 10:30 GMT,ENABLED,"{""thing_id"":""DSS2-77117-353626070755249"", ""subject_id"":""77117""}",thing_id:DSS2-77117-353626070755249 ; Schedule: 10:30 GMT - 05:30 EST - 06:30 EDT  ; Dynamo DB data-type 'advisory'
77117,DSS2-77117-353626070755249,Create_Daily_Basal_Profile,DSS2_77117_Daily_Basal_Schedule,0 23 * * ? *,Every day 23:00 GMT,ENABLED,"{""thing_id"":""DSS2-77117-353626070755249"", ""subject_id"": ""77117"", ""request_length"": 3060, ""request_interval"": 5 }",thing_id:DSS2-77117-353626070755249 ; Schedule: 23:00 GMT - 18:00 EST - 19:00 EDT ; Dynamo DB data-type 'dailyoptbasal'
77117,DSS2-77117-353626070755249,Create_Daily_SI_Params,DSS2_77117_Daily_SIParams_Schedule,20 23 * * ? *,Every day 23:20 GMT,ENABLED,"{""thing_id"":""DSS2-77117-353626070755249"", ""subject_id"": ""77117"", ""request_length"": 3080, ""request_interval"": 5 }",thing_id:DSS2-77117-353626070755249 ; Schedule: 23:20 GMT - 18:20 EST - 19:20 EDT ; Dynamo DB data-type 'dailysiparams'
77117,DSS2-77117-353626070755249,Create_Daily_BasalCrCf_Profile,DSS2_77117_Profile_Parameter_Schedule,0 14 ? Jan-June SAT 2021,Every Saturday 14:00 GMT,ENABLED,"{""thing_id"":""DSS2-77117-353626070755249"", ""subject_id"": ""77117"", ""request_length"": 41400, ""request_interval"": 5 }",thing_id:DSS2-77117-353626070755249 ; Schedule: Every SATURDAY 14:00 GMT - 09:00 EST - 10:00 EDT ; Dynamo DB data-type 'profile'
77118,DSS2-77118-353626070750679,Calculate_Engagement_Metric,DSS2_77118_Engagement_Metric_Schedule,04 6 * * ? *,Every day 6:04 GMT,ENABLED,"{""thing_id"":""DSS2-77118-353626070750679"", ""subject_id"":""77118""}",thing_id:DSS2-77118-353626070750679 ; Schedule: 06:04 GMT -  01:04 EST - 02:04 EDT ; Dynamo DB data-type 'engagement_metric'
77118,DSS2-77118-353626070750679,PredictAdvisoryParams,DSS2_77118_Advisory_Parameter_Schedule,45 10 * * ? *,Every day 10:45 GMT,ENABLED,"{""thing_id"":""DSS2-77118-353626070750679"", ""subject_id"":""77118""}",thing_id:DSS2-77118-353626070750679 ; Schedule: 10:45 GMT - 05:45 EST - 06:45 EDT  ; Dynamo DB data-type 'advisory'
77118,DSS2-77118-353626070750679,Create_Daily_Basal_Profile,DSS2_77118_Daily_Basal_Schedule,30 23 * * ? *,Every day 23:30 GMT,ENABLED,"{""thing_id"":""DSS2-77118-353626070750679"", ""subject_id"": ""77118"", ""request_length"": 3090, ""request_interval"": 5 }",thing_id:DSS2-77118-353626070750679 ; Schedule: 23:30 GMT - 18:30 EST - 19:30 EDT ; Dynamo DB data-type 'dailyoptbasal'
77118,DSS2-77118-353626070750679,Create_Daily_SI_Params,DSS2_77118_Daily_SIParams_Schedule,50 23 * * ? *,Every day 23:50 GMT,ENABLED,"{""thing_id"":""DSS2-77118-353626070750679"", ""subject_id"": ""77118"", ""request_length"": 3110, ""request_interval"": 5 }",thing_id:DSS2-77118-353626070750679 ; Schedule: 23:50 GMT - 18:50 EST - 19:50 EDT ; Dynamo DB data-type 'dailysiparams'
77118,DSS2-77118-353626070750679,Create_Daily_BasalCrCf_Profile,DSS2_77118_Profile_Parameter_Schedule,30 14 ? Jan-June SUN 2021,Every Sunday 14:30 GMT,ENABLED,"{""thing_id"":""DSS2-77118-353626070750679"", ""subject_id"": ""77118"", ""request_length"": 41430, ""request_interval"": 5 }",thing_id:DSS2-77118-353626070750679 ; Schedule: Every SUNDAY 14:30 GMT - 09:30 EST - 10:30 EDT ; Dynamo DB data-type 'profile'
77121,DSS2-77121-353626077547433,Calculate_Engagement_Metric,DSS2_77121_Engagement_Metric_Schedule,10 6 * * ? *,Every day 6:10 GMT,,"{""thing_id"":""DSS2-77121-353626077547433"", ""subject_id"":""77121""}",thing_id:DSS2-77121-353626077547433 ; Schedule: 06:10 GMT -  01:10 EST - 02:10 EDT ; Dynamo DB data-type 'engagement_metric'
77121,DSS2-77121-353626077547433,PredictAdvisoryParams,DSS2_77121_Advisory_Parameter_Schedule,30 11 * * ? *,Every day 11:30 GMT,,"{""thing_id"":""DSS2-77121-353626077547433"", ""subject_id"":""77121""}",thing_id:DSS2-77121-353626077547433 ; Schedule: 11:30 GMT - 06:30 EST - 07:30 EDT  ; Dynamo DB data-type 'advisory'
77121,DSS2-77121-353626077547433,Create_Daily_Basal_Profile,DSS2_77121_Daily_Basal_Schedule,0 1 * * ? *,Every day 1:00 GMT,,"{""thing_id"":""DSS2-77121-353626077547433"", ""subject_id"": ""77121"", ""request_length"": 3180, ""request_interval"": 5 }",thing_id:DSS2-77121-353626077547433 ; Schedule: 1:00 GMT - 20:00 EST - 21:00 EDT ; Dynamo DB data-type 'dailyoptbasal'
77121,DSS2-77121-353626077547433,Create_Daily_SI_Params,DSS2_77121_Daily_SIParams_Schedule,20 1 * * ? *,Every day 1:20 GMT,,"{""thing_id"":""DSS2-77121-353626077547433"", ""subject_id"": ""77121"", ""request_length"": 3200, ""request_interval"": 5 }",thing_id:DSS2-77121-353626077547433 ; Schedule: 1:20 GMT - 20:20 EST - 21:20 EDT ; Dynamo DB data-type 'dailysiparams'
77121,DSS2-77121-353626077547433,Create_Daily_BasalCrCf_Profile,DSS2_77121_Profile_Parameter_Schedule,30 13 ? Jan-June FRI 2021,Every Friday 13:30 GMT,,"{""thing_id"":""DSS2-77121-353626077547433"", ""subject_id"": ""77121"", ""request_length"": 41370, ""request_interval"": 5 }",thing_id:DSS2-77121-353626077547433 ; Schedule: Every FRIDAY 13:30 GMT - 08:30 EST - 09:30 EDT ; Dynamo DB data-type 'profile'
77123,DSS2-77123-353626070749150,Calculate_Engagement_Metric,DSS2_77123_Engagement_Metric_Schedule,18 6 * * ? *,Every day 06:18 GMT,,"{""thing_id"": ""DSS2-77125-353626074539748"", ""subject_id"": ""77125""}",thing_id:DSS2-77125-353626074539748 ; Schedule: 06:18 GMT - 01:18 EST - 02:18 EDT ; Dynamo DB data-type 'engagement_metric'
77123,DSS2-77123-353626070749150,PredictAdvisoryParams,DSS2_77123_Advisory_Parameter_Schedule,30 12 * * ? *,Every day 12:30 GMT,,"{""thing_id"": ""DSS2-77125-353626074539748"", ""subject_id"": ""77125""}",thing_id:DSS2-77124-353626070749358 ; Schedule: 06:16 GMT -  01:16 EST - 02:16 EDT ; Dynamo DB data-type 'engagement_metric'
77123,DSS2-77123-353626070749150,Create_Daily_Basal_Profile,DSS2_77125_Daily_Basal_Schedule,0 3 * * ? *,Every day 03:00 GMT,,"{""thing_id"":""DSS2-77125-353626074539748"", ""subject_id"": ""77125"", ""request_length"": 2700, ""request_interval"": 5 }",thing_id:DSS2-77124-353626070749358 ; Schedule: 12:15 GMT - 07:15 EST - 08:15 EDT  ; Dynamo DB data-type 'advisory'
77123,DSS2-77123-353626070749150,Create_Daily_SI_Params,DSS2_77125_Daily_SIParams_Schedule,20 3 * * ? *,Every day 03:20 GMT,,"{""thing_id"":""DSS2-77125-353626074539748"", ""subject_id"": ""77125"", ""request_length"": 3320, ""request_interval"": 5 }",thing_id:DSS2-77124-353626070749358 ; Schedule: 2:30 GMT - 21:30 EST - 22:30 EDT ; Dynamo DB data-type 'dailyoptbasal'
77123,DSS2-77123-353626070749150,Create_Daily_BasalCrCf_Profile,DSS2_77125_Profile_Parameter_Schedule,30 13 ? Jan-June SAT 2021,Every Saturday 13:30 GMT,,"{""thing_id"":""DSS2-77123-353626070749150"", ""subject_id"": ""77123"", ""request_length"": 41370, ""request_interval"": 5 }",thing_id:DSS2-77124-353626070749358 ; Schedule: 2:50 GMT - 21:50 EST - 22:50 EDT ; Dynamo DB data-type 'dailysiparams'
77124,DSS2-77124-353626070749358,Calculate_Engagement_Metric,DSS2_77124_Engagement_Metric_Schedule,16 6 * * ? *,Every day 6:16 GMT,,"{""thing_id"": ""DSS2-77124-353626070749358"", ""subject_id"": ""77124""}",thing_id:DSS2-77124-353626070749358 ; Schedule: Every FRIDAY 14:30 GMT - 09:30 EST - 10:30 EDT ; Dynamo DB data-type 'profile'
77124,DSS2-77124-353626070749358,PredictAdvisoryParams,DSS2_77124_Advisory_Parameter_Schedule,15 12 * * ? *,Every day 12:15 GMT,,"{""thing_id"":""DSS2-77124-353626070749358"", ""subject_id"":""77124""}",thing_id:DSS2-77124-353626070749358 ; Schedule: 12:15 GMT - 07:15 EST - 08:15 EDT  ; Dynamo DB data-type 'advisory'
77124,DSS2-77124-353626070749358,Create_Daily_Basal_Profile,DSS2_77124_Daily_Basal_Schedule,30 2 * * ? *,Every day 2:30 GMT,,"{""thing_id"":""DSS2-77124-353626070749358"", ""subject_id"": ""77124"", ""request_length"": 3270, ""request_interval"": 5 }",thing_id:DSS2-77124-353626070749358 ; Schedule: 2:30 GMT - 21:30 EST - 22:30 EDT ; Dynamo DB data-type 'dailyoptbasal'
77124,DSS2-77124-353626070749358,Create_Daily_SI_Params,DSS2_77124_Daily_SIParams_Schedule,50 2 * * ? *,Every day 2:50 GMT,,"{""thing_id"":""DSS2-77124-353626070749358"", ""subject_id"": ""77124"", ""request_length"": 3290, ""request_interval"": 5 }",thing_id:DSS2-77124-353626070749358 ; Schedule: 2:50 GMT - 21:50 EST - 22:50 EDT ; Dynamo DB data-type 'dailysiparams'
77124,DSS2-77124-353626070749358,Create_Daily_BasalCrCf_Profile,DSS2_77124_Profile_Parameter_Schedule,30 14 ? Jan-June FRI 2021,Every Friday 14:30 GMT,,"{""thing_id"":""DSS2-77124-353626070749358"", ""subject_id"": ""77124"", ""request_length"": 41430, ""request_interval"": 5 }",thing_id:DSS2-77124-353626070749358 ; Schedule: Every FRIDAY 14:30 GMT - 09:30 EST - 10:30 EDT ; Dynamo DB data-type 'profile'
77125,DSS2-77125-353626074539748,Calculate_Engagement_Metric,DSS2_77125_Engagement_Metric_Schedule,18 6 * * ? *,Every day 06:18 GMT,,"{""thing_id"": ""DSS2-77125-353626074539748"", ""subject_id"": ""77125""}",thing_id:DSS2-77125-353626074539748 ; Schedule: 06:18 GMT - 01:18 EST - 02:18 EDT ; Dynamo DB data-type 'engagement_metric'
77125,DSS2-77125-353626074539748,PredictAdvisoryParams,DSS2_77125_Advisory_Parameter_Schedule,30 12 * * ? *,Every day 12:30 GMT,,"{""thing_id"": ""DSS2-77125-353626074539748"", ""subject_id"": ""77125""}",thing_id:DSS2-77125-353626074539748 ; Schedule: 12:30 GMT - 07:30 EST - 08:30 EDT ; Dynamo DB data-type 'advisory'
77125,DSS2-77125-353626074539748,Create_Daily_Basal_Profile,DSS2_77125_Daily_Basal_Schedule,0 3 * * ? *,Every day 03:00 GMT,,"{""thing_id"":""DSS2-77125-353626074539748"", ""subject_id"": ""77125"", ""request_length"": 3300, ""request_interval"": 5 }",thing_id:DSS2-77125-353626074539748 ; Schedule: 03:00 GMT - 22:00 EST - 23:00 EDT ; Dynamo DB data-type 'dailyoptbasal'
77125,DSS2-77125-353626074539748,Create_Daily_SI_Params,DSS2_77125_Daily_SIParams_Schedule,20 3 * * ? *,Every day 03:20 GMT,,"{""thing_id"":""DSS2-77125-353626074539748"", ""subject_id"": ""77125"", ""request_length"": 3320, ""request_interval"": 5 }",thing_id:DSS2-77125-353626074539748 ; Schedule: 03:20 GMT - 22:20 EST - 23:20 EDT ; Dynamo DB data-type 'dailysiparams'
77125,DSS2-77125-353626074539748,Create_Daily_BasalCrCf_Profile,DSS2_77125_Profile_Parameter_Schedule,30 13 ? Jan-June SAT 2021,Every Saturday 13:30 GMT,,"{""thing_id"":""DSS2-77125-353626074539748"", ""subject_id"": ""77125"", ""request_length"": 41370, ""request_interval"": 5 }",thing_id:DSS2-77125-353626074539748 ; Schedule: Every SATURDAY 13:30 GMT - 08:30 EST - 9:30 EDT ; Dynamo DB data-type 'profile'
