Brand Name,Meal Type,item_name,Calories,Protein_values,Total Fat_values,Total Carbohydrate_values,carbs_calories,protein_calories,fat_calories,f_c_p,pct_fat,pct_carbs,pct_protein,Source URL
Kroger,Yogurts,"Low-Fat, Raspberry (west coast)",250,10.0,2.5,47.0,188.0,40.0,22.5,250.5,0.08982035928143713,0.7504990019960079,0.1596806387225549,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-low-fat-raspberry-west-coast/TtQS393WQou-2Yk6_AdZIw
Kroger,Frozen Meals,Coconut Shrimp,320,10.5,19.0,27.0,108.0,42.0,171.0,321.0,0.5327102803738317,0.3364485981308411,0.1308411214953271,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-coconut-shrimp/d-oyDvdkSz-3CRqotKQheA
Kroger,Sauces,Louisiana Hot,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-louisiana-hot/wKFBLcp_RXSknSu5n5ZAxA
Kroger,Crackers,Grahams Original,120,2.0,3.0,20.0,80.0,8.0,27.0,115.0,0.23478260869565218,0.6956521739130435,0.06956521739130435,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-grahams-original/kvbRBaYxSsGMzcIcuUGfoA
Kroger,Yogurts,"Low-Fat, Peach (west coast)",250,10.0,2.5,47.0,188.0,40.0,22.5,250.5,0.08982035928143713,0.7504990019960079,0.1596806387225549,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-low-fat-peach-west-coast/Rrt0Wd1FSLG3JqIv_yjwdA
Kroger,Frozen Meals,"Oven Ready Breaded, Popcorn Shrimp",210,8.0,10.0,22.0,88.0,32.0,90.0,210.0,0.42857142857142855,0.41904761904761906,0.1523809523809524,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-oven-ready-breaded-popcorn-shrimp/CKH0K7fmSwOzYZk3nIlh9Q
Kroger,Cheese,"Cheddar, Mild Reduced Fat",80,9.0,4.0,0.0,0.0,36.0,36.0,72.0,0.5,0.0,0.5,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-cheddar-mild-reduced-fat/7KyXeRN5Rs2hM9PRXP5ZHA
Kroger,Packaged Vegetables,Spanish Olives Stuffed w. Minced Pimento,24,0.0,2.5,0.5,2.0,0.0,22.5,24.5,0.9183673469387755,0.08163265306122448,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-vegetables-spanish-olives-stuffed-w-minced-pimento/VuS11DqKTpyj98Z72gQD5A
Kroger,Sauces,1883,20,0.0,0.0,4.0,16.0,0.0,0.0,16.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-1883/DzVyZz-bSYyCLNxrKr4ckw
Kroger,Mayonnaise,Classic Whip,40,0.0,3.5,3.0,12.0,0.0,31.5,43.5,0.7241379310344828,0.27586206896551724,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-mayonnaise-classic-whip/fQIShBjDTda3SNol9m0bbA
Kroger,Cookie Mixes,"Break 'N Bake, Moose Tracks Dough",170,2.0,9.0,22.0,88.0,8.0,81.0,177.0,0.4576271186440678,0.4971751412429379,0.04519774011299435,https://www.calorieking.com/us/en/foods/f/calories-in-cookie-mixes-break-n-bake-moose-tracks-dough/-K0IHxtgReSAA_-tGDZJ6A
Kroger,Sauces,Barbecue KC Style Original,50,1.0,0.0,12.0,48.0,4.0,0.0,52.0,0.0,0.9230769230769231,0.07692307692307693,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-barbecue-kc-style-original/uv9KssaLQhyKEQdbCxqPtA
Kroger,Yogurts,Fruit on the Bottom: average all flavors (east coast),170,6.0,2.0,30.0,120.0,24.0,18.0,162.0,0.1111111111111111,0.7407407407407407,0.14814814814814814,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-fruit-on-the-bottom-average-all-flavors-east-coast/Zjf265ChSM2u3DhFLRG1zQ
Kroger,Yogurts,Fruit on the Bottom: Black Cherry (west coast),223,8.0,3.0,41.0,164.0,32.0,27.0,223.0,0.1210762331838565,0.7354260089686099,0.14349775784753363,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-fruit-on-the-bottom-black-cherry-west-coast/yqLSrHUzSuaPdujkpvOQWg
Kroger,Salad Dressings,Italian Fat Free,20,0.0,0.0,4.0,16.0,0.0,0.0,16.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-italian-fat-free/3DAQliwMTwiFan--I9_G-A
Kroger,Cheese,Pepper Jack,110,6.0,9.0,0.0,0.0,24.0,81.0,105.0,0.7714285714285715,0.0,0.22857142857142856,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-pepper-jack/2Ri7EQuyQoWJOzJcyeVftA
Kroger,Yogurts,Lite: Cherry Cheesecake (west coast),88,9.0,0.0,13.0,52.0,36.0,0.0,88.0,0.0,0.5909090909090909,0.4090909090909091,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-lite-cherry-cheesecake-west-coast/EMCL2eHiT8Wg8JJJHCi3Hg
Kroger,Salad Dressings,Peppercorn Ranch,130,0.5,14.0,2.0,8.0,2.0,126.0,136.0,0.9264705882352942,0.058823529411764705,0.014705882352941176,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-peppercorn-ranch/Qov69VLSS7CH3uz5G_i0YA
Kroger,Salad Dressings,3 Cheese Ranch,130,0.0,14.0,2.0,8.0,0.0,126.0,134.0,0.9402985074626866,0.05970149253731343,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-3-cheese-ranch/T6hnsQIyRAqLmBNQcMWVag
Kroger,Potato Chips,"Mini Crisps, BBQ Rice Snacks",66,1.0,2.0,11.0,44.0,4.0,18.0,66.0,0.2727272727272727,0.6666666666666666,0.06060606060606061,https://www.calorieking.com/us/en/foods/f/calories-in-potato-chips-mini-crisps-bbq-rice-snacks/AwczY7-jQZCXXEzBUaQfnw
Kroger,Deli & Luncheon Meat,Smoke Flavor Fully Cooked Bacon,70,3.0,6.0,0.0,0.0,12.0,54.0,66.0,0.8181818181818182,0.0,0.18181818181818182,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-smoke-flavor-fully-cooked-bacon/JJNIqlERTfGE4Ix1a3zwGw
Kroger,Desserts,"Cultured Dairy Confection, Whipped Key Lime Pie Low-Fat",146,4.0,2.5,27.0,108.0,16.0,22.5,146.5,0.15358361774744028,0.7372013651877133,0.10921501706484642,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-cultured-dairy-confection-whipped-key-lime-pie-low-fat/kcPZzPmVReyZNcSsFy-mvg
Kroger,Yogurts,Lite: Blueberry Pie (west coast),104,9.0,0.0,17.0,68.0,36.0,0.0,104.0,0.0,0.6538461538461539,0.34615384615384615,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-lite-blueberry-pie-west-coast/DTXRCt5cQqSxeWgd9uKs7Q
Kroger,Sauces,Soy Lite,15,1.0,0.0,3.0,12.0,4.0,0.0,16.0,0.0,0.75,0.25,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-soy-lite/wggwNjWXQxaUj7dmw5oTbA
Kroger,Salad Dressings,California Honey French,140,0.0,12.0,9.0,36.0,0.0,108.0,144.0,0.75,0.25,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-california-honey-french/mpU801PFTOK0ScJlLQAn2Q
Kroger,Salad Dressings,Home Style Zesty Italian Croutons,29,0.0,1.0,5.0,20.0,0.0,9.0,29.0,0.3103448275862069,0.6896551724137931,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-home-style-zesty-italian-croutons/d1FboHIuTraODXYaaVDyvQ
Kroger,Desserts,"Cultured Dairy Confection, Whipped Cherry Low-Fat",142,4.0,2.5,26.0,104.0,16.0,22.5,142.5,0.15789473684210525,0.7298245614035088,0.11228070175438597,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-cultured-dairy-confection-whipped-cherry-low-fat/yBR4_l6oQ6C5YHNTfqUw0A
Kroger,Cookies,"Kid-Os, Chocolate Lovers",130,1.0,5.0,19.0,76.0,4.0,45.0,125.0,0.36,0.608,0.032,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-kid-os-chocolate-lovers/e1tMiEc3QqSj2DQrH6kaIA
Kroger,Drink Mixes,"Light, Lemonade, dry",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://www.calorieking.com/us/en/foods/f/calories-in-drink-mixes-light-lemonade-dry/MmY1cbjdQ_249QSL0ej-9A
Kroger,Salad Dressings,Creamy Cucumber,150,0.0,16.0,3.0,12.0,0.0,144.0,156.0,0.9230769230769231,0.07692307692307693,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-creamy-cucumber/RKwTfUtHROaCcGQ6j925Ng
Kroger,Packaged Meals,Rice & Sauce Cheddar & Broccoli Flavor As Packaged,250,6.0,3.0,48.0,192.0,24.0,27.0,243.0,0.1111111111111111,0.7901234567901234,0.09876543209876543,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-rice-sauce-cheddar-broccoli-flavor-as-packaged/nP7PrMJzTs2wCYxea-xSKg
Kroger,Spreads,"Fruit, Strawberry",50,0.0,0.0,11.0,44.0,0.0,0.0,44.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-spreads-fruit-strawberry/O5awToDcSXWV-5-TFpkyHQ
Kroger,Crackers,Fudgie Grahams,75,1.0,7.0,1.9,7.6,4.0,63.0,74.6,0.8445040214477213,0.10187667560321716,0.05361930294906166,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-fudgie-grahams/B-510tbZSrivUAgO6gt9Ng
Kroger,Deli & Luncheon Meat,Sliced Honey Turkey,120,12.0,7.0,3.0,12.0,48.0,63.0,123.0,0.5121951219512195,0.0975609756097561,0.3902439024390244,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-honey-turkey/opxQPfcVSO-scIhIji3ArA
Kroger,Fish,Tuscan Styled Shrimp,140,21.0,3.0,7.0,28.0,84.0,27.0,139.0,0.19424460431654678,0.2014388489208633,0.60431654676259,https://www.calorieking.com/us/en/foods/f/calories-in-fish-tuscan-styled-shrimp/UL4DOFM9Sg6qY7odS5kb5A
Kroger,Grains,Hearts Of Romaine,15,1.0,0.0,3.0,12.0,4.0,0.0,16.0,0.0,0.75,0.25,https://www.calorieking.com/us/en/foods/f/calories-in-grains-hearts-of-romaine/ciBJ_-nGRv-IZgKHCD3J6w
Kroger,Salad Dressings,Red Wine Vinegar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-red-wine-vinegar/ij5ghYFYQU221QNCtT-vKw
Kroger,Yogurts,Fruit on the Bottom: Cherry Vanilla,220,8.0,3.0,41.0,164.0,32.0,27.0,223.0,0.1210762331838565,0.7354260089686099,0.14349775784753363,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-fruit-on-the-bottom-cherry-vanilla/QtD8lciCQGeUVYy2c-AcpA
Kroger,Fish,"Portions, Crispy Crunchy, frozen",135,4.5,9.0,9.0,36.0,18.0,81.0,135.0,0.6,0.26666666666666666,0.13333333333333333,https://www.calorieking.com/us/en/foods/f/calories-in-fish-portions-crispy-crunchy-frozen/RVBAr1euRKqG61EH4VxcDw
Kroger,Frozen Meals,Chicken Stir Fry,200,15.5,2.0,30.0,120.0,62.0,18.0,200.0,0.09,0.6,0.31,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-chicken-stir-fry/1a-wFIiOTHC0AI3D_a2fNQ
Kroger,Yogurts,Fruit on the Bottom: Strawberry Banana (west coast),223,8.0,3.0,41.0,164.0,32.0,27.0,223.0,0.1210762331838565,0.7354260089686099,0.14349775784753363,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-fruit-on-the-bottom-strawberry-banana-west-coast/Ed9pzC4-SlWuMz-qByccQA
Kroger,Margarines,Soft,100,0.0,11.0,0.0,0.0,0.0,99.0,99.0,1.0,0.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-margarines-soft/bYzjYubrSpKQfGy6oUrIwg
Kroger,Cheese,Ricotta Whole Milk,90,7.0,6.0,3.0,12.0,28.0,54.0,94.0,0.574468085106383,0.1276595744680851,0.2978723404255319,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-ricotta-whole-milk/xemDxTpmSqO90iguxK6pqw
Kroger,Fresh or Dried Vegetables,"Meal Ready Sides, California Style Vegetables, frozen",30,1.0,0.0,5.0,20.0,4.0,0.0,24.0,0.0,0.8333333333333334,0.16666666666666666,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-or-dried-vegetables-meal-ready-sides-california-style-vegetables-frozen/p9GrCKsyR4aFwL1XaAdPug
Kroger,Cheese,"Thin Cut Slices, Natural Cheese, Medium Cheddar",43,2.7,3.7,0.3,1.2,10.8,33.300000000000004,45.300000000000004,0.7350993377483444,0.02649006622516556,0.23841059602649006,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-thin-cut-slices-natural-cheese-medium-cheddar/z8eIwf0VTASyDhQulyPqlA
Kroger,Frozen Meals,Meals Made Simple Seasoned Beef Tips in Gravy,150,22.0,5.0,3.0,12.0,88.0,45.0,145.0,0.3103448275862069,0.08275862068965517,0.6068965517241379,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-meals-made-simple-seasoned-beef-tips-in-gravy/4pRq9QYtTNuhpl526PpNtw
Kroger,Drink Mixes,Peach Mango Drink Mix,15,0.0,0.0,4.0,16.0,0.0,0.0,16.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-drink-mixes-peach-mango-drink-mix/18ALxScKTN-GP3X9iAoCzQ
Kroger,Eggs,"Naturally Preferred, Cage Free Grain Fed, Large",70,6.0,4.5,1.0,4.0,24.0,40.5,68.5,0.5912408759124088,0.058394160583941604,0.35036496350364965,https://www.calorieking.com/us/en/foods/f/calories-in-eggs-naturally-preferred-cage-free-grain-fed-large/AJCwUk2MQS2Az3rQwzOAHw
Kroger,Salad Dressings,Zesty Italian Fat-Free,16,0.0,0.0,4.0,16.0,0.0,0.0,16.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-zesty-italian-fat-free/tsVhGmcXRKaSUQLErmSzZQ
Kroger,Canned Meals,Crab Select Flake Style,80,8.0,0.0,12.0,48.0,32.0,0.0,80.0,0.0,0.6,0.4,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-crab-select-flake-style/lgGh7nJ4TQ2rxVzu4-8SQA
Kroger,Potato Chips,"Ripple-Cut Kettle Chips, Black Truffle & Olive Oil",150,2.0,9.0,15.0,60.0,8.0,81.0,149.0,0.5436241610738255,0.40268456375838924,0.053691275167785234,https://www.calorieking.com/us/en/foods/f/calories-in-potato-chips-ripple-cut-kettle-chips-black-truffle-olive-oil/yAYPb6G3RUibv2GpUO2sKw
Kroger,Frozen Meals,"Rice Bowl, Garlic Butter",330,17.5,8.0,47.0,188.0,70.0,72.0,330.0,0.21818181818181817,0.5696969696969697,0.21212121212121213,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-rice-bowl-garlic-butter/G1DF459oTbi6TAGJg61vnQ
Food Lion,Fresh or Dried Vegetables,Sliced Baby Bella Mushrooms,19,1.8,0.3,3.3,13.2,7.2,2.6999999999999997,23.099999999999998,0.11688311688311688,0.5714285714285714,0.31168831168831174,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-or-dried-vegetables-sliced-baby-bella-mushrooms/FAGE-09dSuWKgpGWWByxsw
Food Lion,Sauces,"Yum Yum Sauce, Original",50,0.0,4.5,2.0,8.0,0.0,40.5,48.5,0.8350515463917526,0.16494845360824742,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-yum-yum-sauce-original/xRI8fpKLQXOnPkVytceClw
Food Lion,Beef,"Ground Beef, 73% Lean, 27% Fat, Freezer Ready",340,19.0,30.0,0.0,0.0,76.0,270.0,346.0,0.7803468208092486,0.0,0.21965317919075145,https://www.calorieking.com/us/en/foods/f/calories-in-beef-ground-beef-73-lean-27-fat-freezer-ready/SLUK5FO_QZ2tdPdf6FN5LA
Food Lion,Cakes,Lemon Pound Cake,180,2.0,7.0,27.0,108.0,8.0,63.0,179.0,0.35195530726256985,0.6033519553072626,0.0446927374301676,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-lemon-pound-cake/EkdDu5s_R36ksKxrzayY8g
Food Lion,Fresh or Dried Vegetables,Orange Pepper,20,1.0,0.0,5.0,20.0,4.0,0.0,24.0,0.0,0.8333333333333334,0.16666666666666666,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-or-dried-vegetables-orange-pepper/bI10yvRHT_2lcDUftRfL7A
Food Lion,Frozen Meals,"Ground Beef Patties, 93% Lean, 7% Fat, frozen",170,23.0,8.0,0.0,0.0,92.0,72.0,164.0,0.43902439024390244,0.0,0.5609756097560976,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-ground-beef-patties-93-lean-7-fat-frozen/a-zrzu1xTL67GRgdbZLqug
Food Lion,Fresh or Dried Vegetables,"Baby Bella, Fresh Mushrooms",19,1.8,0.3,3.3,13.2,7.2,2.6999999999999997,23.099999999999998,0.11688311688311688,0.5714285714285714,0.31168831168831174,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-or-dried-vegetables-baby-bella-fresh-mushrooms/LXds3KpER-CydN1A6fW5Wg
Food Lion,Shellfish & Mollusks,"Bay Scallops, frozen",80,14.0,0.5,4.0,16.0,56.0,4.5,76.5,0.058823529411764705,0.20915032679738563,0.7320261437908496,https://www.calorieking.com/us/en/foods/f/calories-in-shellfish-mollusks-bay-scallops-frozen/htgzKOEvRSCm7ZT0D3X99Q
Food Lion,Beef,"100% Pure Ground Beef, 75% Lean 25% Fat, frozen",340,19.0,28.0,0.0,0.0,76.0,252.0,328.0,0.7682926829268293,0.0,0.23170731707317074,https://www.calorieking.com/us/en/foods/f/calories-in-beef-100-pure-ground-beef-75-lean-25-fat-frozen/KXXwgaEpRyeGUQpYyJDfEQ
Food Lion,Beef,Ground Beef Chuck,280,19.0,22.0,0.0,0.0,76.0,198.0,274.0,0.7226277372262774,0.0,0.2773722627737226,https://www.calorieking.com/us/en/foods/f/calories-in-beef-ground-beef-chuck/gVNg-aj1QlCU1ICIeAX2iw
Food Lion,Cakes,"Celebration Cupcakes, Vanilla",220,1.0,11.0,28.0,112.0,4.0,99.0,215.0,0.4604651162790698,0.5209302325581395,0.018604651162790697,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-celebration-cupcakes-vanilla/PQYmV_S8ROKrStq4EB6KVw
Food Lion,Frozen Vegetables,"Broccoli Florets, Microwave Steam in Bag, frozen",5,0.2,0.0,0.8,3.2,0.8,0.0,4.0,0.0,0.8,0.2,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-broccoli-florets-microwave-steam-in-bag-frozen/3tTQw11WRKOJSUUvYsa0lw
Food Lion,Frozen Meals,Spinach & Cheese Ravioli,230,10.0,4.0,38.0,152.0,40.0,36.0,228.0,0.15789473684210525,0.6666666666666666,0.17543859649122806,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-spinach-cheese-ravioli/XI8thjaKTx67XgNBZzZD1w
Food Lion,"Tortillas, Flatbreads, Wraps","Flour Tortillas, Burrito Size, 9 Inch Round",190,5.0,5.0,30.0,120.0,20.0,45.0,185.0,0.24324324324324326,0.6486486486486487,0.10810810810810811,https://www.calorieking.com/us/en/foods/f/calories-in-tortillas-flatbreads-wraps-flour-tortillas-burrito-size-9-inch-round/CucCTuvsRxi-L73qlfph6w
Food Lion,Beef,"Ground Beef, 93% Lean, 7% Fat, Freezer Ready",170,23.0,8.0,0.0,0.0,92.0,72.0,164.0,0.43902439024390244,0.0,0.5609756097560976,https://www.calorieking.com/us/en/foods/f/calories-in-beef-ground-beef-93-lean-7-fat-freezer-ready/qRiRJuUIQAuIQ-BMoQkmtA
Food Lion,Canned Vegetables,"100% Pure Pumpkin, canned",50,2.0,0.0,11.0,44.0,8.0,0.0,52.0,0.0,0.8461538461538461,0.15384615384615385,https://www.calorieking.com/us/en/foods/f/calories-in-canned-vegetables-100-pure-pumpkin-canned/hgJRanP7TfK0KlS1T45I_Q
Food Lion,Breads,Sliced White Sandwich Bread,80,2.0,1.0,16.0,64.0,8.0,9.0,81.0,0.1111111111111111,0.7901234567901234,0.09876543209876543,https://www.calorieking.com/us/en/foods/f/calories-in-breads-sliced-white-sandwich-bread/bR9GwA9-TdGRPrd9OxLx6w
Food Lion,Deli & Luncheon Meat,"Chicken Breast, Honey BBQ Seasoned",60,11.0,1.0,1.0,4.0,44.0,9.0,57.0,0.15789473684210525,0.07017543859649122,0.7719298245614035,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-chicken-breast-honey-bbq-seasoned/GzMG9nUQQTGqm1aoJj8MPA
Food Lion,Frozen Pizzas,Pepperoni Pizza,360,15.0,17.0,37.0,148.0,60.0,153.0,361.0,0.42382271468144045,0.4099722991689751,0.16620498614958448,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-pepperoni-pizza/-mmHE6xOQQaoa9Mi6sPNIQ
Food Lion,Packaged Meals,Chicken Salad On White Bread Sandwich,350,17.0,15.0,42.0,168.0,68.0,135.0,371.0,0.3638814016172507,0.4528301886792453,0.18328840970350405,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-chicken-salad-on-white-bread-sandwich/aS7H2o-8RiKTYVxo27n75w
Food Lion,Deli & Luncheon Meat,Cooked Ham,30,5.0,1.0,1.0,4.0,20.0,9.0,33.0,0.2727272727272727,0.12121212121212122,0.6060606060606061,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-cooked-ham/bA1sFvMjR7mlzSn2p9dl7A
Food Lion,Fresh Fruits,Granny Smith Apples,130,1.0,0.0,34.0,136.0,4.0,0.0,140.0,0.0,0.9714285714285714,0.02857142857142857,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-fruits-granny-smith-apples/cdKMG0-ZS-Web4VF3wNFAw
Food Lion,Breads,Classic Club Rolls,80,3.0,1.0,15.0,60.0,12.0,9.0,81.0,0.1111111111111111,0.7407407407407407,0.14814814814814814,https://www.calorieking.com/us/en/foods/f/calories-in-breads-classic-club-rolls/CNxkdSrJTYyzyRpJEqNMvQ
Food Lion,Cheese,Extra Thin Slice Provolone Cheese,110,8.0,9.0,1.0,4.0,32.0,81.0,117.0,0.6923076923076923,0.03418803418803419,0.27350427350427353,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-extra-thin-slice-provolone-cheese/UwlBf_4ZQoS1Ko7_9sRMPg
Food Lion,Cottage Cheese,Whole Milk Cottage Cheese,240,28.0,10.0,10.0,40.0,112.0,90.0,242.0,0.371900826446281,0.1652892561983471,0.4628099173553719,https://www.calorieking.com/us/en/foods/f/calories-in-cottage-cheese-whole-milk-cottage-cheese/q3IJujvtRQKVqSgcDmgTLw
Food Lion,Deli & Luncheon Meat,Oven Roasted Turkey Breast,50,9.0,1.0,1.0,4.0,36.0,9.0,49.0,0.1836734693877551,0.08163265306122448,0.7346938775510204,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-oven-roasted-turkey-breast/Wq5X-4bzTseIreQGVF5sgA
Food Lion,Cookies,Chocolate Peanut Butter No-Bake Cookies,170,3.0,7.0,24.0,96.0,12.0,63.0,171.0,0.3684210526315789,0.5614035087719298,0.07017543859649122,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-chocolate-peanut-butter-no-bake-cookies/OReYTtbCR_ioASWMN9XVFA
Food Lion,Candy,"Candiquik Candy Coating, Chocolate",80,0.0,4.5,10.0,40.0,0.0,40.5,80.5,0.5031055900621118,0.4968944099378882,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-candy-candiquik-candy-coating-chocolate/mo0B_v1QQwqZK3sIt3zanQ
Food Lion,Canned Legumes (Beans),"Blackeyed Peas, canned",180,12.0,1.0,32.0,128.0,48.0,9.0,185.0,0.04864864864864865,0.6918918918918919,0.2594594594594595,https://www.calorieking.com/us/en/foods/f/calories-in-canned-legumes-beans-blackeyed-peas-canned/PbOgX3-WT2WHNC88zEnhZg
Food Lion,Frozen Meals,"Chicken Wing Drummettes, Bone-In",220,19.0,16.0,0.0,0.0,76.0,144.0,220.0,0.6545454545454545,0.0,0.34545454545454546,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-chicken-wing-drummettes-bone-in/6_n881drSfWFel5Id_GOpQ
Food Lion,Deli & Luncheon Meat,Sliced Honey Ham,35,5.0,1.0,2.0,8.0,20.0,9.0,37.0,0.24324324324324326,0.21621621621621623,0.5405405405405406,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-honey-ham/z_m-Y3QWS0G4PCXcGf3GWw
Food Lion,Chicken,"Chicken Breasts, Boneless & Skinless Portions With Rib Meat",110,23.0,2.5,0.0,0.0,92.0,22.5,114.5,0.1965065502183406,0.0,0.8034934497816594,https://www.calorieking.com/us/en/foods/f/calories-in-chicken-chicken-breasts-boneless-skinless-portions-with-rib-meat/VTVwpCsoQwm96i8vJ-MtTw
Food Lion,Frozen Meals,"Cheese Ravioli, frozen",240,12.0,5.0,38.0,152.0,48.0,45.0,245.0,0.1836734693877551,0.6204081632653061,0.19591836734693877,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cheese-ravioli-frozen/3wUhT87aQrqaL6Kr7sBjHg
Food Lion,Muffins,"Muffins, Blueberry Cream Cheese",420,4.0,22.0,58.0,232.0,16.0,198.0,446.0,0.4439461883408072,0.5201793721973094,0.03587443946188341,https://www.calorieking.com/us/en/foods/f/calories-in-muffins-muffins-blueberry-cream-cheese/pe4SbMvTT5eo_l89AQfMaA
Food Lion,Rice,Jasmine Rice,160,3.0,0.0,36.0,144.0,12.0,0.0,156.0,0.0,0.9230769230769231,0.07692307692307693,https://www.calorieking.com/us/en/foods/f/calories-in-rice-jasmine-rice/JBzu6v6DSe63bozCtlHhig
Food Lion,Frozen Vegetables,Baby Brussels Sprouts,45,3.0,0.0,8.0,32.0,12.0,0.0,44.0,0.0,0.7272727272727273,0.2727272727272727,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-baby-brussels-sprouts/eXG9pG_9QD2y5b82BVyECw
Food Lion,Salads,Red Skin Potato Salad,230,4.0,16.0,20.0,80.0,16.0,144.0,240.0,0.6,0.3333333333333333,0.06666666666666667,https://www.calorieking.com/us/en/foods/f/calories-in-salads-red-skin-potato-salad/E3yN0GioTcCdHv65ZXDKFQ
Food Lion,Cream,Original Sour Cream,30,0.5,2.5,0.5,2.0,2.0,22.5,26.5,0.8490566037735849,0.07547169811320754,0.07547169811320754,https://www.calorieking.com/us/en/foods/f/calories-in-cream-original-sour-cream/bctXYuNUSzmGRUrQ3oA2BQ
Food Lion,Vegetarian Foods,Sweet Potato Patties,60,1.0,0.0,14.0,56.0,4.0,0.0,60.0,0.0,0.9333333333333333,0.06666666666666667,https://www.calorieking.com/us/en/foods/f/calories-in-vegetarian-foods-sweet-potato-patties/qT4lYa1FRvCtGBj8uhR8yQ
Food Lion,Cakes,"Cheese Cake, Double Chocolate",490,9.0,32.0,39.0,156.0,36.0,288.0,480.0,0.6,0.325,0.075,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-cheese-cake-double-chocolate/jQVxjCfqQxqhiivlnTIfEA
