Brand Name,Meal Type,item_name,Calories,Protein_values,Total Fat_values,Total Carbohydrate_values,carbs_calories,protein_calories,fat_calories,f_c_p,pct_fat,pct_carbs,pct_protein,Source URL
Food Lion,Deli & Luncheon Meat,Luncheon Meat,180,7.0,16.0,1.0,4.0,28.0,144.0,176.0,0.8181818181818182,0.022727272727272728,0.1590909090909091,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-luncheon-meat/ETOUcof_Ta2S1hcriAcOGQ
Food Lion,Breads,Parker House Style Yeast Rolls,90,2.0,3.0,14.0,56.0,8.0,27.0,91.0,0.2967032967032967,0.6153846153846154,0.08791208791208792,https://www.calorieking.com/us/en/foods/f/calories-in-breads-parker-house-style-yeast-rolls/rzYbPVAEToC1oFdMS7lQKQ
Food Lion,Cheese,"Mozzarella String Cheese, Reduced Fat",70,8.0,4.0,1.0,4.0,32.0,36.0,72.0,0.5,0.05555555555555555,0.4444444444444444,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-mozzarella-string-cheese-reduced-fat/l1QfOMvGRp65sWVKbVBwFA
Food Lion,Cakes,"Cheese Cake, Raspberry Swirl",400,8.0,24.0,36.0,144.0,32.0,216.0,392.0,0.5510204081632653,0.3673469387755102,0.08163265306122448,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-cheese-cake-raspberry-swirl/bYFdrJ-NSHaAQ_jM2EMHsw
Food Lion,Frozen Vegetables,"Steam in Bag California Blend: Broccoli, Cauliflower & Carrots, frozen",30,1.0,0.0,5.0,20.0,4.0,0.0,24.0,0.0,0.8333333333333334,0.16666666666666666,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-steam-in-bag-california-blend-broccoli-cauliflower-carrots-frozen/CDNhiU5RRqOfpYvM8w2fRQ
Food Lion,Desserts,"Sugar Free, Lemon-Lime / Orange, Gelatin Dessert Cups",5,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-sugar-free-lemon-lime-orange-gelatin-dessert-cups/d7FYQ2ADRpistRDZ5KsW_Q
Food Lion,"Breakfast Cereals, To Be Cooked","Instant Oatmeal, Regular",100,3.0,2.0,19.0,76.0,12.0,18.0,106.0,0.16981132075471697,0.7169811320754716,0.11320754716981132,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-instant-oatmeal-regular/nbxaNrAISBa-jso_yNOwfQ
Food Lion,Sauces,"Hot Dog Chili Sauce, canned",10,1.0,0.0,2.0,8.0,4.0,0.0,12.0,0.0,0.6666666666666666,0.3333333333333333,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-hot-dog-chili-sauce-canned/66fFtP65T7Wv4drBnPU_1w
Food Lion,Butters,"Sweet Cream Butter, Unsalted",100,0.0,11.0,0.0,0.0,0.0,99.0,99.0,1.0,0.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-butters-sweet-cream-butter-unsalted/4sV9KG4GSECza6CskZuhQw
Food Lion,Deli & Luncheon Meat,Regular Sliced Bacon,35,2.0,3.0,0.0,0.0,8.0,27.0,35.0,0.7714285714285715,0.0,0.22857142857142856,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-regular-sliced-bacon/x1qVuyo2RP-W2LVTo3ZVuQ
Food Lion,Cream,Half & Half,20,0.5,1.5,0.5,2.0,2.0,13.5,17.5,0.7714285714285715,0.11428571428571428,0.11428571428571428,https://www.calorieking.com/us/en/foods/f/calories-in-cream-half-half/pGof_0lsQAmicyovxIrE2w
Food Lion,Shellfish & Mollusks,"Raw Shrimp, Medium, Deveined Tail-On, frozen",100,21.0,1.5,0.0,0.0,84.0,13.5,97.5,0.13846153846153847,0.0,0.8615384615384616,https://www.calorieking.com/us/en/foods/f/calories-in-shellfish-mollusks-raw-shrimp-medium-deveined-tail-on-frozen/Q2PpuhAcQxG3BKEmr7iI0g
Food Lion,Breads,"Garlic Bread, frozen",200,5.0,9.0,25.0,100.0,20.0,81.0,201.0,0.40298507462686567,0.4975124378109453,0.09950248756218906,https://www.calorieking.com/us/en/foods/f/calories-in-breads-garlic-bread-frozen/7vnUy81iRCyiNTTu7qtE7A
Food Lion,Canned Vegetables,Sliced Mushrooms,80,4.0,0.0,14.0,56.0,16.0,0.0,72.0,0.0,0.7777777777777778,0.2222222222222222,https://www.calorieking.com/us/en/foods/f/calories-in-canned-vegetables-sliced-mushrooms/De4_tu7oRcWjDN6DwHSVOQ
Food Lion,Ice Cream,"Ice Cream Cups, Vanilla & Chocolate",100,1.0,5.0,11.0,44.0,4.0,45.0,93.0,0.4838709677419355,0.4731182795698925,0.043010752688172046,https://www.calorieking.com/us/en/foods/f/calories-in-ice-cream-ice-cream-cups-vanilla-chocolate/OBTVs02STLKBkgSyFCdovQ
Food Lion,Eggs,Grade A Large White Eggs,70,6.0,5.0,0.0,0.0,24.0,45.0,69.0,0.6521739130434783,0.0,0.34782608695652173,https://www.calorieking.com/us/en/foods/f/calories-in-eggs-grade-a-large-white-eggs/R_7h2w3aSuSsikK-DL5BXA
Food Lion,Cookie Mixes,Sugar Cookies,80,0.5,3.0,12.5,50.0,2.0,27.0,79.0,0.34177215189873417,0.6329113924050633,0.02531645569620253,https://www.calorieking.com/us/en/foods/f/calories-in-cookie-mixes-sugar-cookies/MyqDBNRnSqGYJBVUUZY2gQ
Food Lion,Waffles,Waffles,105,2.0,4.0,15.0,60.0,8.0,36.0,104.0,0.34615384615384615,0.5769230769230769,0.07692307692307693,https://www.calorieking.com/us/en/foods/f/calories-in-waffles-waffles/7UE-lelORxmDpzL0JxQKMA
Food Lion,Bagels,"Bagels, Sesame",340,11.0,6.0,60.0,240.0,44.0,54.0,338.0,0.15976331360946747,0.7100591715976331,0.1301775147928994,https://www.calorieking.com/us/en/foods/f/calories-in-bagels-bagels-sesame/NP2ERbCeQ_qRe40Mtgx_ig
Food Lion,Yogurts,"Strawberry Nonfat Yogurt, Light, No Sugar Added",80,6.0,0.0,15.0,60.0,24.0,0.0,84.0,0.0,0.7142857142857143,0.2857142857142857,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-strawberry-nonfat-yogurt-light-no-sugar-added/A-p1muPBSBiLWpZno4A7MA
Food Lion,Fresh Fruits,Navel Oranges,80,1.0,0.0,19.0,76.0,4.0,0.0,80.0,0.0,0.95,0.05,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-fruits-navel-oranges/Xsmj3jZWSD6S3CcA86GP4Q
Food Lion,Frozen Meals,"Ground Beef Patties, 73% Lean, 27% Fat, frozen",350,17.0,31.0,0.0,0.0,68.0,279.0,347.0,0.8040345821325648,0.0,0.19596541786743515,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-ground-beef-patties-73-lean-27-fat-frozen/-vAlCarCS5K93uF55p7o4w
Food Lion,Nut/Trail Mix,"Trail Mix, Peanuts, Pretzels, Sesame Sticks, Chili Crackers & Cajun Seasoning",600,20.0,36.0,52.0,208.0,80.0,324.0,612.0,0.5294117647058824,0.33986928104575165,0.13071895424836602,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-trail-mix-peanuts-pretzels-sesame-sticks-chili-crackers-cajun-seasoning/cr6XWaH0SzOLpcNyIF55dQ
Food Lion,Ice Cream,"Sherbet, Rainbow",220,2.0,2.0,52.0,208.0,8.0,18.0,234.0,0.07692307692307693,0.8888888888888888,0.03418803418803419,https://www.calorieking.com/us/en/foods/f/calories-in-ice-cream-sherbet-rainbow/Z5GRhCrBSEyHLGz3kPsWYg
Food Lion,Nut/Trail Mix,Chopped Pecans,840,12.0,88.0,16.0,64.0,48.0,792.0,904.0,0.8761061946902655,0.07079646017699115,0.05309734513274336,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-chopped-pecans/CalS8Q45SIuZR_KTcyQ35A
Food Lion,Frozen Meals,Crispy Chicken Strips,190,15.0,9.0,12.0,48.0,60.0,81.0,189.0,0.42857142857142855,0.25396825396825395,0.31746031746031744,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-crispy-chicken-strips/nTG6ECwGSbigL_B8ZgciAA
Food Lion,Frozen Vegetables,"Baby Lima Beans, frozen",90,6.0,0.0,16.0,64.0,24.0,0.0,88.0,0.0,0.7272727272727273,0.2727272727272727,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-baby-lima-beans-frozen/exp68EC2RmSOZ3l8mo2f4g
Food Lion,Frozen Vegetables,Corn On The Cob Mini Ears,90,3.0,1.0,19.0,76.0,12.0,9.0,97.0,0.09278350515463918,0.7835051546391752,0.12371134020618557,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-corn-on-the-cob-mini-ears/fr2hprm9TIGXtlR1yULaGw
Food Lion,Deli & Luncheon Meat,Honey-Roasted Turkey Breast,50,9.0,1.0,2.0,8.0,36.0,9.0,53.0,0.16981132075471697,0.1509433962264151,0.6792452830188679,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-honey-roasted-turkey-breast/4lbvu6hRSM2xNzcJn9-Q4Q
Food Lion,Cooking Sauces,Cocktail Sauce With Horseradish,90,1.0,0.0,20.0,80.0,4.0,0.0,84.0,0.0,0.9523809523809523,0.047619047619047616,https://www.calorieking.com/us/en/foods/f/calories-in-cooking-sauces-cocktail-sauce-with-horseradish/w-SvzLfLRVWs8aJ2zbq8FA
Food Lion,Canned Vegetables,"Green Beans, Cut, canned",40,2.0,0.0,8.0,32.0,8.0,0.0,40.0,0.0,0.8,0.2,https://www.calorieking.com/us/en/foods/f/calories-in-canned-vegetables-green-beans-cut-canned/0m77PtwjRL6hXyayNTB1cQ
Food Lion,Canned Legumes (Beans),"Dark Red Kidney Beans, canned",220,14.0,0.0,38.0,152.0,56.0,0.0,208.0,0.0,0.7307692307692307,0.2692307692307692,https://www.calorieking.com/us/en/foods/f/calories-in-canned-legumes-beans-dark-red-kidney-beans-canned/Wf0U5AkkQLCUL81oF_nhTA
Food Lion,Shellfish & Mollusks,"Salad Shrimp, Fully Cooked, Peeled Tail-Off, frozen",100,21.0,1.5,0.0,0.0,84.0,13.5,97.5,0.13846153846153847,0.0,0.8615384615384616,https://www.calorieking.com/us/en/foods/f/calories-in-shellfish-mollusks-salad-shrimp-fully-cooked-peeled-tail-off-frozen/QMIznqflTaCXS5fJL8pSOQ
Food Lion,Frozen Vegetables,Peas & Carrots,50,3.0,0.0,10.0,40.0,12.0,0.0,52.0,0.0,0.7692307692307693,0.23076923076923078,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-peas-carrots/qFnlgMvJQcqJi4uP4-p27g
Food Lion,Cakes,"Celebration Cupcakes, Chocolate",220,2.0,12.0,29.0,116.0,8.0,108.0,232.0,0.46551724137931033,0.5,0.034482758620689655,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-celebration-cupcakes-chocolate/9UBIJ2InRRC2UIgixrEuww
Food Lion,Dessert Mixes,"Gelatin Dessert Cup, Strawberry / Orange",80,1.0,0.0,20.0,80.0,4.0,0.0,84.0,0.0,0.9523809523809523,0.047619047619047616,https://www.calorieking.com/us/en/foods/f/calories-in-dessert-mixes-gelatin-dessert-cup-strawberry-orange/ElMgms96RWqZ-NsNRVMfng
Food Lion,Muffins,"Muffins, Strawberry Cream Cheese",460,4.0,24.0,64.0,256.0,16.0,216.0,488.0,0.4426229508196721,0.5245901639344263,0.03278688524590164,https://www.calorieking.com/us/en/foods/f/calories-in-muffins-muffins-strawberry-cream-cheese/x9ezH3U_QJaJDUnyCkJt3Q
Food Lion,Cheese,"Mozzarella Cheese, Shredded",360,28.0,24.0,4.0,16.0,112.0,216.0,344.0,0.627906976744186,0.046511627906976744,0.32558139534883723,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-mozzarella-cheese-shredded/YJwPFEBmR6C5jawjffk5pg
Food Lion,Dessert Mixes,"Creme Cake, Vanilla",290,3.0,15.0,40.0,160.0,12.0,135.0,307.0,0.43973941368078173,0.5211726384364821,0.03908794788273615,https://www.calorieking.com/us/en/foods/f/calories-in-dessert-mixes-creme-cake-vanilla/PImDQdMSSQOTcn2Kqv7rZg
Food Lion,Frozen Vegetables,"Chopped Collard Greens, frozen",30,2.0,0.0,3.0,12.0,8.0,0.0,20.0,0.0,0.6,0.4,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-chopped-collard-greens-frozen/1rpEVUDlSj2ei6scZtI9Zw
Food Lion,Cakes,Swiss Rolls Snack Cakes,135,1.0,6.0,19.5,78.0,4.0,54.0,136.0,0.39705882352941174,0.5735294117647058,0.029411764705882353,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-swiss-rolls-snack-cakes/R85To9PNT8apy7WcNccWrw
Food Lion,Pastries,Mini Lemon Poppy Streusel Muffins,95,1.0,5.0,12.5,50.0,4.0,45.0,99.0,0.45454545454545453,0.5050505050505051,0.04040404040404041,https://www.calorieking.com/us/en/foods/f/calories-in-pastries-mini-lemon-poppy-streusel-muffins/HFQCJE69QyK3cAZ4XH-rWg
Food Lion,Salads,Macaroni Salad,310,5.0,21.0,29.0,116.0,20.0,189.0,325.0,0.5815384615384616,0.3569230769230769,0.06153846153846154,https://www.calorieking.com/us/en/foods/f/calories-in-salads-macaroni-salad/y_9ObdqNRC2LlHZWCDoVcg
Food Lion,Pretzels,"Pretzel Rods, Baked",47,1.0,0.3,9.7,38.8,4.0,2.6999999999999997,45.5,0.05934065934065934,0.8527472527472527,0.08791208791208792,https://www.calorieking.com/us/en/foods/f/calories-in-pretzels-pretzel-rods-baked/ahGg_rDSQjqYgT1mXdli3w
Food Lion,Puddings,"Pudding Packs, Vanilla",100,0.0,2.5,19.0,76.0,0.0,22.5,98.5,0.22842639593908629,0.7715736040609137,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-puddings-pudding-packs-vanilla/VsoSgv4nQ76GpU5xYop93w
Food Lion,Bread Products & Mixes,Yellow Cornbread Mix,150,2.0,4.0,26.0,104.0,8.0,36.0,148.0,0.24324324324324326,0.7027027027027027,0.05405405405405406,https://www.calorieking.com/us/en/foods/f/calories-in-bread-products-mixes-yellow-cornbread-mix/cyVkRvD8Rwq7j_q9ol4M-Q
Food Lion,Frozen Meals,"Meat Lasagna with Sauce, Family Size, frozen",240,14.0,8.0,29.0,116.0,56.0,72.0,244.0,0.29508196721311475,0.47540983606557374,0.22950819672131148,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-meat-lasagna-with-sauce-family-size-frozen/JMv5KlbySBK-nr1kL2cD_w
Food Lion,"Breakfast Cereals, Ready To Eat","Granola, Old-Fashioned Rolled Oats, Low Fat Cranberry",180,4.0,2.0,37.0,148.0,16.0,18.0,182.0,0.0989010989010989,0.8131868131868132,0.08791208791208792,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-granola-old-fashioned-rolled-oats-low-fat-cranberry/yzdbM2aeRsuQq50MEtQzCQ
Food Lion,Frozen Vegetables,Crinkle Cut French Fried Potatoes,120,2.0,3.5,20.0,80.0,8.0,31.5,119.5,0.26359832635983266,0.6694560669456067,0.06694560669456066,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-crinkle-cut-french-fried-potatoes/nBeB48aoSSSwAWgE4XRKag
Food Lion,Cookies,Chips Delight Chocolate Chips Cookies,53,0.3,2.3,7.7,30.8,1.2,20.7,52.7,0.3927893738140417,0.5844402277039848,0.022770398481973434,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-chips-delight-chocolate-chips-cookies/1ZDLzUZwSXWobLM0sGiYcA
Food Lion,Breads,Classic Dinner Rolls,90,4.0,0.0,18.0,72.0,16.0,0.0,88.0,0.0,0.8181818181818182,0.18181818181818182,https://www.calorieking.com/us/en/foods/f/calories-in-breads-classic-dinner-rolls/w4ZJpmcETMyjAA1G5DvvvQ
Food Lion,Cake Mixes,Dark Chocolate Brownie Mix,120,1.0,2.5,24.0,96.0,4.0,22.5,122.5,0.1836734693877551,0.7836734693877551,0.0326530612244898,https://www.calorieking.com/us/en/foods/f/calories-in-cake-mixes-dark-chocolate-brownie-mix/vQqJderpSJWRSFXjrFhlrA
Food Lion,Turkey,Ground Turkey,220,19.0,17.0,0.0,0.0,76.0,153.0,229.0,0.6681222707423581,0.0,0.3318777292576419,https://www.calorieking.com/us/en/foods/f/calories-in-turkey-ground-turkey/7DceB25kSDGYTYiXXg970w
Food Lion,Milk & Flavored Milk,Whole Milk,150,8.0,8.0,12.0,48.0,32.0,72.0,152.0,0.47368421052631576,0.3157894736842105,0.21052631578947367,https://www.calorieking.com/us/en/foods/f/calories-in-milk-flavored-milk-whole-milk/_Yi900dsT_-oAiPelp0Vrg
Food Lion,Packaged Meals,"Chicken Caesar Wrap, fresh",660,38.0,27.0,61.0,244.0,152.0,243.0,639.0,0.38028169014084506,0.38184663536776214,0.2378716744913928,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-chicken-caesar-wrap-fresh/jvTSjfSSRjeyfBT5xFp8LA
Food Lion,Candy,"Candiquik Candy Coating, Vanilla",80,0.0,4.0,11.0,44.0,0.0,36.0,80.0,0.45,0.55,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-candy-candiquik-candy-coating-vanilla/bOF0Kr9CT2KZOd4YZyDlhw
Food Lion,Deli & Luncheon Meat,Fully Cooked Bacon,80,5.0,6.0,0.0,0.0,20.0,54.0,74.0,0.7297297297297297,0.0,0.2702702702702703,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-fully-cooked-bacon/2QDwFoqaRjaHsO6outHONg
Food Lion,Desserts,"Sugar Free, Strawberry Gelatin Dessert Cups",5,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-sugar-free-strawberry-gelatin-dessert-cups/C5IdNjB6TSKmoiY_jROJ3g
Food Lion,Deli & Luncheon Meat,Sliced Danish Ham,30,4.5,0.8,1.0,4.0,18.0,7.2,29.2,0.24657534246575344,0.136986301369863,0.6164383561643836,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-danish-ham/L55RGvuuSGyy0ZN65WYqZA
Food Lion,Cakes,Chocolate Fudge Cake,360,4.0,14.0,,,16.0,126.0,,,,,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-chocolate-fudge-cake/xFDGbUbPQXuKVBT1ZVYbmA
Food Lion,Fish,"Arrowtooth Flounder, Boneless Fillets",120,17.0,6.0,0.0,0.0,68.0,54.0,122.0,0.4426229508196721,0.0,0.5573770491803278,https://www.calorieking.com/us/en/foods/f/calories-in-fish-arrowtooth-flounder-boneless-fillets/R2TA4GW8R9Kpg_sLy0lcTw
Food Lion,Deli & Luncheon Meat,Turkey Bacon,35,2.0,2.5,0.0,0.0,8.0,22.5,30.5,0.7377049180327869,0.0,0.26229508196721313,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-turkey-bacon/LJzt-F8OQ1WJg2cb8LNjAw
Food Lion,Cakes,"Pineapple Coconut Swirl Creme Cake, fresh",300,3.0,15.0,41.0,164.0,12.0,135.0,311.0,0.4340836012861736,0.5273311897106109,0.03858520900321544,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-pineapple-coconut-swirl-creme-cake-fresh/-OMFdNw6RcGiNJDyx_D20w
Food Lion,Bagels,Plain Bagels,300,10.0,2.5,61.0,244.0,40.0,22.5,306.5,0.0734094616639478,0.7960848287112561,0.13050570962479607,https://www.calorieking.com/us/en/foods/f/calories-in-bagels-plain-bagels/xeBDePTkScKbtAZSvR-0EA
Food Lion,Breads,White Sandwich Sliced Bread,55,1.5,0.5,11.0,44.0,6.0,4.5,54.5,0.08256880733944955,0.8073394495412844,0.11009174311926606,https://www.calorieking.com/us/en/foods/f/calories-in-breads-white-sandwich-sliced-bread/WiBXncIzS9ueikYHi3fczw
Food Lion,Canned Legumes (Beans),"Black Beans, canned",110,7.0,0.0,20.0,80.0,28.0,0.0,108.0,0.0,0.7407407407407407,0.25925925925925924,https://www.calorieking.com/us/en/foods/f/calories-in-canned-legumes-beans-black-beans-canned/9FsgaKu2SsKAGtAVWBc-HQ
Food Lion,Fruit/Vegetable Juices & Juice Drinks,"Juice, Cranberry",120,0.0,0.0,30.0,120.0,0.0,0.0,120.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-fruitvegetable-juices-juice-drinks-juice-cranberry/20Y0PWXuQ-CTxxeaCp1jog
Food Lion,Cookies,"Chocolate Chunk Cookies, Chunky Chips Delight",80,0.5,4.5,10.0,40.0,2.0,40.5,82.5,0.4909090909090909,0.48484848484848486,0.024242424242424242,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-chocolate-chunk-cookies-chunky-chips-delight/T3QwBPTlQQK_ueGeTQOtrg
Food Lion,Tortilla Chips,"100% White Corn Tortilla Chips, Bite Size",150,2.0,8.0,18.0,72.0,8.0,72.0,152.0,0.47368421052631576,0.47368421052631576,0.05263157894736842,https://www.calorieking.com/us/en/foods/f/calories-in-tortilla-chips-100-white-corn-tortilla-chips-bite-size/GbDTX9QUT46d7Elb3XoBgQ
Food Lion,Packaged Meals,Italian Style Wrap,810,29.0,46.0,69.0,276.0,116.0,414.0,806.0,0.5136476426799007,0.3424317617866005,0.14392059553349876,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-italian-style-wrap/0xOSX4hnSt2rGZhYu55VzA
Food Lion,Deli & Luncheon Meat,Corned Beef,520,56.0,32.0,4.0,16.0,224.0,288.0,528.0,0.5454545454545454,0.030303030303030304,0.42424242424242425,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-corned-beef/iKxONMGIQ1SUKdcmA49oqg
Food Lion,Frozen Vegetables,Hash Brown Potato Patties,130,1.0,7.0,15.0,60.0,4.0,63.0,127.0,0.49606299212598426,0.47244094488188976,0.031496062992125984,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-hash-brown-potato-patties/iEwSvqxOQNeBJUY7gMuWrA
Food Lion,Frozen Vegetables,Whole Carrots,30,1.0,0.0,7.0,28.0,4.0,0.0,32.0,0.0,0.875,0.125,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-whole-carrots/bEXBhHR2RWSy7NnrhMs0NQ
Food Lion,"Breakfast Cereals, To Be Cooked","Instant Oatmeal, Maple & Brown Sugar, Lower Sugar",120,4.0,2.0,24.0,96.0,16.0,18.0,130.0,0.13846153846153847,0.7384615384615385,0.12307692307692308,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-instant-oatmeal-maple-brown-sugar-lower-sugar/yEZpxh8DRcKoZgvHOIBIUQ
Food Lion,Ice Cream,"Ice Cream, Peppermint",150,2.0,8.0,18.0,72.0,8.0,72.0,152.0,0.47368421052631576,0.47368421052631576,0.05263157894736842,https://www.calorieking.com/us/en/foods/f/calories-in-ice-cream-ice-cream-peppermint/KeO5fB5AQY6X7solwE_IIw
Food Lion,Ice Cream Novelties,"Ice Cream Sandwiches, Butter Pecan",170,2.0,7.0,24.0,96.0,8.0,63.0,167.0,0.3772455089820359,0.5748502994011976,0.04790419161676647,https://www.calorieking.com/us/en/foods/f/calories-in-ice-cream-novelties-ice-cream-sandwiches-butter-pecan/jhKuLrOiQuO4yGAK9382Yg
Food Lion,"Jerky, Meat Snacks",Original Beef Jerky,80,12.0,1.0,6.0,24.0,48.0,9.0,81.0,0.1111111111111111,0.2962962962962963,0.5925925925925926,https://www.calorieking.com/us/en/foods/f/calories-in-jerky-meat-snacks-original-beef-jerky/0neQ1mzXSXyoMu6u6pf04w
Food Lion,"Sodas, Soft Drinks",Diet Caffeine-Free Ginger Ale,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://www.calorieking.com/us/en/foods/f/calories-in-sodas-soft-drinks-diet-caffeine-free-ginger-ale/-IyJrLSiTZerW8XOuzQWNQ
Food Lion,Tortilla Chips,"Tortilla Chips, Nacho Cheese",140,2.0,6.0,19.0,76.0,8.0,54.0,138.0,0.391304347826087,0.5507246376811594,0.057971014492753624,https://www.calorieking.com/us/en/foods/f/calories-in-tortilla-chips-tortilla-chips-nacho-cheese/jhqCHXo0TvaXAp-LUU5-Wg
Food Lion,Frozen Pizzas,Mexican Style Pizza,290,14.0,14.0,27.0,108.0,56.0,126.0,290.0,0.43448275862068964,0.3724137931034483,0.19310344827586207,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-mexican-style-pizza/pY0TH-KwR0-lmJgdB67Z2g
Food Lion,Canned or Bottled Fruits,Salad Style Maraschino Cherries,5,0.0,0.0,2.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-canned-or-bottled-fruits-salad-style-maraschino-cherries/zp4_-ZM_Q0C4yxyWYLrplA
Food Lion,Deli & Luncheon Meat,Beef Bologna,100,3.0,9.0,,,12.0,81.0,,,,,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-beef-bologna/a97KmnT6Ssac9w1aBCp8FQ
Food Lion,Salsas,Restaurant Style Salsa,3,0.0,0.0,0.5,2.0,0.0,0.0,2.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salsas-restaurant-style-salsa/huHRJnjZQcSwWGd7sQpTOw
Food Lion,Muffins,"Mini Muffins, Chocolate Chip",100,1.0,5.0,12.5,50.0,4.0,45.0,99.0,0.45454545454545453,0.5050505050505051,0.04040404040404041,https://www.calorieking.com/us/en/foods/f/calories-in-muffins-mini-muffins-chocolate-chip/tdTa1AJ4TRGfu6RYFsmstw
Food Lion,Pastries,Honey Buns,210,3.0,11.0,25.0,100.0,12.0,99.0,211.0,0.46919431279620855,0.47393364928909953,0.05687203791469194,https://www.calorieking.com/us/en/foods/f/calories-in-pastries-honey-buns/XTFd9F-SQIS_ekqYAVA9sA
Food Lion,Fresh Fruits,Sweet & Fruity Fuji Apples,130,1.0,0.0,34.0,136.0,4.0,0.0,140.0,0.0,0.9714285714285714,0.02857142857142857,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-fruits-sweet-fruity-fuji-apples/6GcGwpVtQ8SMhpsbi6SpQA
Food Lion,"Franks, Wieners & Sausages",Original Breakfast Sausage Patties,100,5.0,8.0,1.0,4.0,20.0,72.0,96.0,0.75,0.041666666666666664,0.20833333333333334,https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-original-breakfast-sausage-patties/BGOwCNoJSJ6GQEX44gZTMw
Food Lion,Breads,Cinnamon Raisin Bread,70,3.0,1.0,14.0,56.0,12.0,9.0,77.0,0.11688311688311688,0.7272727272727273,0.15584415584415584,https://www.calorieking.com/us/en/foods/f/calories-in-breads-cinnamon-raisin-bread/LjIYvMKSTomHR9GA9L6gpw
